CodLift;DataEvent;Flags;Num;Name
150;2020-02-07 11:38:17.000;18;165;Открыто МП
150;2020-02-07 11:38:17.000;16;213;Нет связи
150;2020-02-07 11:39:29.000;18;213;Нет связи
150;2020-02-07 11:39:29.000;16;131;Проникновение в МП
150;2020-02-07 11:39:29.000;16;165;Открыто МП
150;2020-02-07 11:39:31.000;18;131;Проникновение в МП
150;2020-02-07 11:39:31.000;16;213;Нет связи
150;2020-02-07 11:39:32.000;18;165;Открыто МП
150;2020-02-07 11:39:32.000;16;165;Открыто МП
150;2020-02-07 11:41:45.000;16;131;Проникновение в МП
150;2020-02-07 13:46:54.000;18;144;Не закрыта дверь кабины
150;2020-02-07 13:48:49.000;18;213;Нет связи
150;2020-02-07 13:48:49.000;16;144;Не закрыта дверь кабины
150;2020-02-07 13:52:07.000;16;213;Нет связи
150;2020-02-07 13:53:40.000;18;144;Не закрыта дверь кабины
150;2020-02-07 13:53:40.000;2;41;Кабина на 4 этаже
150;2020-02-07 13:59:02.000;16;144;Не закрыта дверь кабины
150;2020-02-07 14:05:13.000;18;144;Не закрыта дверь кабины
150;2020-02-07 14:05:13.000;2;41;Кабина на 13 этаже
150;2020-02-07 14:06:28.000;16;144;Не закрыта дверь кабины
150;2020-02-07 14:09:11.000;18;144;Не закрыта дверь кабины
150;2020-02-07 14:09:12.000;2;41;Кабина на 26 этаже
150;2020-02-07 14:18:14.000;16;144;Не закрыта дверь кабины
150;2020-02-07 14:21:09.000;18;213;Нет связи
150;2020-02-07 14:21:17.000;18;144;Не закрыта дверь кабины
150;2020-02-07 14:21:17.000;16;213;Нет связи
150;2020-02-07 14:21:17.000;2;41;Кабина на 2 этаже
150;2020-02-07 14:22:12.000;16;144;Не закрыта дверь кабины
150;2020-02-08 09:01:49.000;18;213;Нет связи
150;2020-02-08 09:04:28.000;16;213;Нет связи
50;2020-02-08 13:45:29.000;18;128;22 - Режим погрузки
50;2020-02-08 13:45:36.000;16;128;22 - Режим погрузки
150;2020-02-08 14:40:49.000;18;213;Нет связи
150;2020-02-08 14:47:15.000;16;213;Нет связи
150;2020-02-08 18:34:29.000;18;213;Нет связи
150;2020-02-08 18:36:02.000;16;213;Нет связи
150;2020-02-08 18:39:08.000;18;160;Авария главного привода по УКСЛ
150;2020-02-08 18:39:08.000;18;164;Аварийная блокировка
150;2020-02-08 18:39:09.000;18;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-08 19:17:01.000;18;165;Открыто МП
150;2020-02-08 19:17:16.000;18;236;Резервное питание ЛБ
150;2020-02-08 19:17:25.000;18;178;Отсутствует обмен с MCS
150;2020-02-08 19:17:25.000;16;160;Авария главного привода по УКСЛ
150;2020-02-08 19:17:25.000;18;132;Отсутствует напряжение в цепи управления
150;2020-02-08 19:17:25.000;16;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-08 19:17:25.000;16;164;Аварийная блокировка
150;2020-02-08 19:17:33.000;16;236;Резервное питание ЛБ
150;2020-02-08 19:17:36.000;16;178;Отсутствует обмен с MCS
150;2020-02-08 19:17:36.000;16;132;Отсутствует напряжение в цепи управления
150;2020-02-08 19:17:47.000;18;160;Авария главного привода по УКСЛ
150;2020-02-08 19:17:47.000;18;164;Аварийная блокировка
150;2020-02-08 19:17:48.000;18;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-08 19:20:42.000;18;236;Резервное питание ЛБ
150;2020-02-08 19:20:52.000;18;178;Отсутствует обмен с MCS
150;2020-02-08 19:20:52.000;16;160;Авария главного привода по УКСЛ
150;2020-02-08 19:20:52.000;18;132;Отсутствует напряжение в цепи управления
150;2020-02-08 19:20:52.000;16;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-08 19:20:52.000;16;164;Аварийная блокировка
150;2020-02-08 19:21:00.000;16;236;Резервное питание ЛБ
150;2020-02-08 19:21:02.000;16;178;Отсутствует обмен с MCS
150;2020-02-08 19:21:02.000;16;132;Отсутствует напряжение в цепи управления
150;2020-02-08 19:21:14.000;18;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-08 19:21:14.000;18;160;Авария главного привода по УКСЛ
150;2020-02-08 19:21:14.000;18;164;Аварийная блокировка
150;2020-02-08 19:22:34.000;16;165;Открыто МП
150;2020-02-09 11:06:26.000;18;165;Открыто МП
150;2020-02-09 11:07:09.000;18;236;Резервное питание ЛБ
150;2020-02-09 11:07:18.000;18;178;Отсутствует обмен с MCS
150;2020-02-09 11:07:18.000;16;160;Авария главного привода по УКСЛ
150;2020-02-09 11:07:18.000;18;132;Отсутствует напряжение в цепи управления
150;2020-02-09 11:07:18.000;16;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-09 11:07:18.000;16;164;Аварийная блокировка
150;2020-02-09 11:09:44.000;16;236;Резервное питание ЛБ
150;2020-02-09 11:09:46.000;16;178;Отсутствует обмен с MCS
150;2020-02-09 11:09:46.000;16;132;Отсутствует напряжение в цепи управления
150;2020-02-09 11:09:58.000;18;160;Авария главного привода по УКСЛ
150;2020-02-09 11:09:58.000;18;164;Аварийная блокировка
150;2020-02-09 11:09:58.000;18;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-09 11:12:35.000;18;236;Резервное питание ЛБ
150;2020-02-09 11:12:44.000;18;178;Отсутствует обмен с MCS
150;2020-02-09 11:12:44.000;16;160;Авария главного привода по УКСЛ
150;2020-02-09 11:12:44.000;18;132;Отсутствует напряжение в цепи управления
150;2020-02-09 11:12:44.000;16;128;36 - Защита контактора источника питания электродвигателя
150;2020-02-09 11:12:44.000;16;164;Аварийная блокировка
150;2020-02-09 11:13:44.000;16;236;Резервное питание ЛБ
150;2020-02-09 11:13:46.000;16;178;Отсутствует обмен с MCS
150;2020-02-09 11:13:47.000;16;132;Отсутствует напряжение в цепи управления
150;2020-02-09 11:13:58.000;18;128;247 - Ревизия
150;2020-02-09 11:14:24.000;16;128;247 - Ревизия
150;2020-02-09 11:16:44.000;16;165;Открыто МП
150;2020-02-09 12:07:29.000;18;213;Нет связи
150;2020-02-09 12:12:36.000;16;213;Нет связи
100;2020-02-09 13:51:57.000;18;213;Нет связи
150;2020-02-09 14:12:33.000;18;160;Авария главного привода по УКСЛ
150;2020-02-09 14:12:33.000;18;164;Аварийная блокировка
150;2020-02-09 14:12:33.000;18;128;35 - Защита контактора тормоза
150;2020-02-09 14:27:09.000;18;213;Нет связи
150;2020-02-09 14:27:09.000;16;128;35 - Защита контактора тормоза
150;2020-02-09 14:27:09.000;16;160;Авария главного привода по УКСЛ
150;2020-02-09 14:27:09.000;16;164;Аварийная блокировка
150;2020-02-09 14:30:02.000;18;160;Авария главного привода по УКСЛ
150;2020-02-09 14:30:02.000;18;164;Аварийная блокировка
150;2020-02-09 14:30:02.000;16;213;Нет связи
150;2020-02-09 14:30:04.000;18;128;35 - Защита контактора тормоза
150;2020-02-09 14:33:49.000;18;213;Нет связи
150;2020-02-09 14:33:49.000;16;128;35 - Защита контактора тормоза
150;2020-02-09 14:33:49.000;16;160;Авария главного привода по УКСЛ
150;2020-02-09 14:33:49.000;16;164;Аварийная блокировка
150;2020-02-09 14:34:29.000;18;160;Авария главного привода по УКСЛ
150;2020-02-09 14:34:29.000;18;164;Аварийная блокировка
150;2020-02-09 14:34:29.000;16;213;Нет связи
150;2020-02-09 14:34:29.000;18;128;35 - Защита контактора тормоза
150;2020-02-09 14:35:16.000;18;165;Открыто МП
150;2020-02-09 14:35:41.000;18;236;Резервное питание ЛБ
150;2020-02-09 14:35:49.000;18;178;Отсутствует обмен с MCS
150;2020-02-09 14:35:49.000;16;160;Авария главного привода по УКСЛ
150;2020-02-09 14:35:49.000;18;132;Отсутствует напряжение в цепи управления
150;2020-02-09 14:35:49.000;16;128;35 - Защита контактора тормоза
150;2020-02-09 14:35:49.000;16;164;Аварийная блокировка
150;2020-02-09 14:36:37.000;16;236;Резервное питание ЛБ
150;2020-02-09 14:36:39.000;16;178;Отсутствует обмен с MCS
150;2020-02-09 14:36:39.000;16;132;Отсутствует напряжение в цепи управления
150;2020-02-09 14:37:16.000;18;160;Авария главного привода по УКСЛ
150;2020-02-09 14:37:16.000;18;164;Аварийная блокировка
150;2020-02-09 14:37:17.000;18;128;35 - Защита контактора тормоза
150;2020-02-09 14:38:11.000;18;236;Резервное питание ЛБ
150;2020-02-09 14:38:20.000;18;178;Отсутствует обмен с MCS
150;2020-02-09 14:38:20.000;16;160;Авария главного привода по УКСЛ
150;2020-02-09 14:38:20.000;18;132;Отсутствует напряжение в цепи управления
150;2020-02-09 14:38:20.000;16;128;35 - Защита контактора тормоза
150;2020-02-09 14:38:20.000;16;164;Аварийная блокировка
150;2020-02-09 14:41:03.000;16;236;Резервное питание ЛБ
150;2020-02-09 14:41:03.000;16;178;Отсутствует обмен с MCS
150;2020-02-09 14:41:03.000;16;132;Отсутствует напряжение в цепи управления
150;2020-02-09 14:42:51.000;16;165;Открыто МП
150;2020-02-09 14:46:09.000;18;213;Нет связи
150;2020-02-09 14:49:59.000;16;213;Нет связи
150;2020-02-09 15:17:09.000;18;213;Нет связи
150;2020-02-09 15:18:24.000;16;213;Нет связи
150;2020-02-09 17:39:29.000;18;213;Нет связи
100;2020-02-09 19:22:42.000;16;213;Нет связи
150;2020-02-09 22:12:07.000;16;213;Нет связи
150;2020-02-09 23:45:15.000;18;144;Не закрыта дверь кабины
150;2020-02-09 23:45:15.000;2;41;Кабина на 12 этаже
150;2020-02-09 23:45:42.000;16;144;Не закрыта дверь кабины
50;2020-02-10 08:50:07.000;18;130;Многократный реверс дверей
50;2020-02-10 08:50:07.000;18;164;Аварийная блокировка
50;2020-02-10 08:50:08.000;2;41;Кабина на 1 этаже
50;2020-02-10 08:50:14.000;18;128;48 - 8 реверсов
50;2020-02-10 08:58:13.000;18;132;Отсутствует напряжение в цепи управления
50;2020-02-10 08:58:13.000;18;178;Отсутствует обмен с MCS
50;2020-02-10 08:58:13.000;16;128;48 - 8 реверсов
50;2020-02-10 08:58:13.000;16;164;Аварийная блокировка
50;2020-02-10 08:58:56.000;16;130;Многократный реверс дверей
50;2020-02-10 08:58:56.000;16;132;Отсутствует напряжение в цепи управления
50;2020-02-10 08:58:56.000;16;178;Отсутствует обмен с MCS
50;2020-02-10 08:59:54.000;18;144;Не закрыта дверь кабины
50;2020-02-10 08:59:55.000;2;41;Кабина на 1 этаже
50;2020-02-10 09:00:45.000;16;144;Не закрыта дверь кабины
50;2020-02-10 09:01:12.000;18;130;Многократный реверс дверей
50;2020-02-10 09:01:12.000;18;164;Аварийная блокировка
50;2020-02-10 09:01:12.000;18;128;48 - 8 реверсов
50;2020-02-10 09:01:12.000;2;41;Кабина на 1 этаже
50;2020-02-10 09:02:32.000;16;128;48 - 8 реверсов
50;2020-02-10 09:02:32.000;16;164;Аварийная блокировка
50;2020-02-10 09:02:52.000;18;164;Аварийная блокировка
50;2020-02-10 09:02:53.000;18;128;48 - 8 реверсов
50;2020-02-10 09:43:31.000;16;128;48 - 8 реверсов
50;2020-02-10 09:43:31.000;16;164;Аварийная блокировка
50;2020-02-10 09:43:38.000;18;164;Аварийная блокировка
50;2020-02-10 09:43:44.000;18;128;48 - 8 реверсов
50;2020-02-10 09:45:40.000;16;128;48 - 8 реверсов
50;2020-02-10 09:45:40.000;16;164;Аварийная блокировка
50;2020-02-10 09:45:46.000;18;164;Аварийная блокировка
50;2020-02-10 09:45:53.000;18;128;48 - 8 реверсов
50;2020-02-10 09:56:55.000;16;128;48 - 8 реверсов
50;2020-02-10 09:56:55.000;16;164;Аварийная блокировка
50;2020-02-10 09:57:10.000;18;164;Аварийная блокировка
50;2020-02-10 09:58:36.000;18;128;48 - 8 реверсов
50;2020-02-10 10:11:03.000;16;128;48 - 8 реверсов
50;2020-02-10 10:11:09.000;16;130;Многократный реверс дверей
50;2020-02-10 10:11:09.000;16;164;Аварийная блокировка
50;2020-02-10 10:11:33.000;18;162;Проникновение в шахту
50;2020-02-10 10:11:33.000;18;164;Аварийная блокировка
50;2020-02-10 10:11:40.000;18;128;44 - Охрана шахты
50;2020-02-10 10:14:39.000;18;132;Отсутствует напряжение в цепи управления
50;2020-02-10 10:14:39.000;18;178;Отсутствует обмен с MCS
50;2020-02-10 10:14:39.000;16;128;44 - Охрана шахты
50;2020-02-10 10:14:39.000;16;162;Проникновение в шахту
50;2020-02-10 10:14:39.000;16;164;Аварийная блокировка
50;2020-02-10 10:15:00.000;16;132;Отсутствует напряжение в цепи управления
50;2020-02-10 10:15:00.000;16;178;Отсутствует обмен с MCS
150;2020-02-10 10:24:08.000;18;144;Не закрыта дверь кабины
150;2020-02-10 10:24:08.000;2;41;Кабина на 14 этаже
150;2020-02-10 10:24:36.000;16;144;Не закрыта дверь кабины
150;2020-02-10 10:28:53.000;18;144;Не закрыта дверь кабины
150;2020-02-10 10:28:53.000;2;41;Кабина на 10 этаже
150;2020-02-10 10:32:41.000;16;144;Не закрыта дверь кабины
150;2020-02-10 10:37:02.000;18;144;Не закрыта дверь кабины
150;2020-02-10 10:37:04.000;2;41;Кабина на 8 этаже
150;2020-02-10 10:39:05.000;16;144;Не закрыта дверь кабины
150;2020-02-10 10:41:14.000;18;144;Не закрыта дверь кабины
150;2020-02-10 10:41:15.000;2;41;Кабина на 7 этаже
150;2020-02-10 10:43:00.000;16;144;Не закрыта дверь кабины
150;2020-02-10 10:45:41.000;18;144;Не закрыта дверь кабины
150;2020-02-10 10:45:41.000;2;41;Кабина на 7 этаже
150;2020-02-10 10:46:11.000;16;144;Не закрыта дверь кабины
150;2020-02-10 10:51:00.000;18;144;Не закрыта дверь кабины
150;2020-02-10 10:51:00.000;2;41;Кабина на 5 этаже
150;2020-02-10 11:01:38.000;16;144;Не закрыта дверь кабины
150;2020-02-10 11:05:10.000;18;144;Не закрыта дверь кабины
150;2020-02-10 11:05:10.000;2;41;Кабина на 4 этаже
150;2020-02-10 11:08:00.000;16;144;Не закрыта дверь кабины
150;2020-02-10 15:28:51.000;18;144;Не закрыта дверь кабины
150;2020-02-10 15:28:52.000;2;41;Кабина на 2 этаже
150;2020-02-10 15:30:08.000;16;144;Не закрыта дверь кабины
150;2020-02-10 15:32:39.000;18;144;Не закрыта дверь кабины
150;2020-02-10 15:32:40.000;2;41;Кабина на 17 этаже
150;2020-02-10 15:37:02.000;16;144;Не закрыта дверь кабины
150;2020-02-11 00:26:11.000;18;213;Нет связи
50;2020-02-11 07:39:36.000;18;162;Проникновение в шахту
50;2020-02-11 07:39:36.000;18;164;Аварийная блокировка
50;2020-02-11 07:39:44.000;18;128;44 - Охрана шахты
50;2020-02-11 08:46:17.000;18;132;Отсутствует напряжение в цепи управления
50;2020-02-11 08:46:17.000;18;178;Отсутствует обмен с MCS
50;2020-02-11 08:46:17.000;16;128;44 - Охрана шахты
50;2020-02-11 08:46:17.000;16;162;Проникновение в шахту
50;2020-02-11 08:46:17.000;16;164;Аварийная блокировка
50;2020-02-11 08:46:42.000;16;132;Отсутствует напряжение в цепи управления
50;2020-02-11 08:46:42.000;16;178;Отсутствует обмен с MCS
50;2020-02-11 10:57:23.000;18;164;Аварийная блокировка
50;2020-02-11 10:57:29.000;18;162;Проникновение в шахту
50;2020-02-11 10:57:30.000;18;128;44 - Охрана шахты
50;2020-02-11 11:01:21.000;18;132;Отсутствует напряжение в цепи управления
50;2020-02-11 11:01:21.000;18;178;Отсутствует обмен с MCS
50;2020-02-11 11:01:21.000;16;128;44 - Охрана шахты
50;2020-02-11 11:01:21.000;16;164;Аварийная блокировка
50;2020-02-11 11:01:43.000;16;132;Отсутствует напряжение в цепи управления
50;2020-02-11 11:01:43.000;16;162;Проникновение в шахту
50;2020-02-11 11:01:43.000;16;178;Отсутствует обмен с MCS
50;2020-02-11 11:42:13.000;18;128;22 - Режим погрузки
50;2020-02-11 11:43:01.000;16;128;22 - Режим погрузки
50;2020-02-11 12:00:29.000;18;164;Аварийная блокировка
50;2020-02-11 12:00:36.000;18;162;Проникновение в шахту
50;2020-02-11 12:00:36.000;18;128;44 - Охрана шахты
50;2020-02-11 12:08:42.000;18;165;Открыто МП
50;2020-02-11 12:10:17.000;16;128;44 - Охрана шахты
50;2020-02-11 12:10:17.000;16;164;Аварийная блокировка
50;2020-02-11 12:10:23.000;18;128;6 - Ревизия без КБР
50;2020-02-11 12:11:23.000;16;128;6 - Ревизия без КБР
50;2020-02-11 12:11:40.000;18;128;8 - Режим МП1
50;2020-02-11 12:12:14.000;16;128;8 - Режим МП1
50;2020-02-11 12:12:38.000;18;164;Аварийная блокировка
50;2020-02-11 12:12:44.000;18;128;44 - Охрана шахты
50;2020-02-11 12:13:20.000;16;128;44 - Охрана шахты
50;2020-02-11 12:13:20.000;16;164;Аварийная блокировка
50;2020-02-11 12:13:26.000;18;128;8 - Режим МП1
50;2020-02-11 12:13:33.000;16;128;8 - Режим МП1
50;2020-02-11 12:13:45.000;18;128;8 - Режим МП1
50;2020-02-11 12:13:51.000;16;128;8 - Режим МП1
50;2020-02-11 12:13:57.000;18;128;6 - Ревизия без КБР
50;2020-02-11 12:14:04.000;16;128;6 - Ревизия без КБР
50;2020-02-11 12:14:10.000;18;128;14 - Режим ревизии
50;2020-02-11 12:15:04.000;16;128;14 - Режим ревизии
50;2020-02-11 12:15:10.000;18;145;Разрыв цепи безопасности
50;2020-02-11 12:15:10.000;18;164;Аварийная блокировка
50;2020-02-11 12:15:11.000;18;128;6 - Ревизия без КБР
50;2020-02-11 12:15:11.000;2;41;Кабина стоит
50;2020-02-11 12:15:18.000;16;128;6 - Ревизия без КБР
50;2020-02-11 12:15:18.000;16;145;Разрыв цепи безопасности
50;2020-02-11 12:15:18.000;16;164;Аварийная блокировка
50;2020-02-11 12:15:24.000;18;145;Разрыв цепи безопасности
50;2020-02-11 12:15:24.000;18;164;Аварийная блокировка
50;2020-02-11 12:15:24.000;2;41;Кабина стоит
50;2020-02-11 12:15:30.000;16;145;Разрыв цепи безопасности
50;2020-02-11 12:15:30.000;16;164;Аварийная блокировка
50;2020-02-11 12:15:37.000;18;128;14 - Режим ревизии
50;2020-02-11 12:16:13.000;18;145;Разрыв цепи безопасности
50;2020-02-11 12:16:13.000;18;164;Аварийная блокировка
50;2020-02-11 12:16:13.000;16;128;14 - Режим ревизии
50;2020-02-11 12:16:13.000;2;41;Кабина стоит
50;2020-02-11 12:16:21.000;16;145;Разрыв цепи безопасности
50;2020-02-11 12:16:21.000;16;164;Аварийная блокировка
50;2020-02-11 12:16:33.000;18;128;14 - Режим ревизии
50;2020-02-11 12:16:58.000;16;128;14 - Режим ревизии
50;2020-02-11 12:17:27.000;16;165;Открыто МП
50;2020-02-11 12:30:47.000;16;162;Проникновение в шахту
150;2020-02-11 18:18:00.000;18;129;Рестарт блока
150;2020-02-11 18:18:00.000;18;165;Открыто МП
150;2020-02-11 18:18:00.000;16;213;Нет связи
150;2020-02-11 18:18:01.000;2;8;Рестарт ЛБ - код рестарта 0x10
150;2020-02-11 18:18:21.000;16;129;Рестарт блока
150;2020-02-11 18:18:21.000;16;165;Открыто МП
150;2020-02-11 18:18:50.000;18;148;Вызов диспетчера из кабины
150;2020-02-11 18:18:55.000;16;148;Вызов диспетчера
50;2020-02-12 09:25:10.000;18;144;Не закрыта дверь кабины
50;2020-02-12 09:25:11.000;2;41;Кабина на 1 этаже
50;2020-02-12 09:25:17.000;16;144;Не закрыта дверь кабины
150;2020-02-12 11:19:03.000;18;129;Рестарт блока
150;2020-02-12 11:19:04.000;2;8;Рестарт ЛБ - код рестарта 0xFD
150;2020-02-12 11:19:04.000;16;129;Рестарт блока
150;2020-02-12 11:43:18.000;18;144;Не закрыта дверь кабины
150;2020-02-12 11:43:19.000;2;41;Кабина на 18 этаже
150;2020-02-12 11:44:09.000;16;144;Не закрыта дверь кабины
150;2020-02-12 17:12:41.000;18;144;Не закрыта дверь кабины
150;2020-02-12 17:12:41.000;2;41;Кабина на 2 этаже
150;2020-02-12 17:13:07.000;16;144;Не закрыта дверь кабины
150;2020-02-12 17:15:17.000;18;144;Не закрыта дверь кабины
150;2020-02-12 17:15:17.000;2;41;Кабина на 3 этаже
150;2020-02-12 17:15:22.000;16;144;Не закрыта дверь кабины
150;2020-02-12 17:26:20.000;18;144;Не закрыта дверь кабины
150;2020-02-12 17:26:20.000;2;41;Кабина на 2 этаже
150;2020-02-12 17:27:10.000;16;144;Не закрыта дверь кабины
150;2020-02-12 17:29:20.000;18;144;Не закрыта дверь кабины
150;2020-02-12 17:29:20.000;2;41;Кабина на 3 этаже
150;2020-02-12 17:30:26.000;16;144;Не закрыта дверь кабины
150;2020-02-12 17:37:36.000;18;132;Отсутствует напряжение в цепи управления
150;2020-02-12 17:37:53.000;16;132;Отсутствует напряжение в цепи управления
50;2020-02-12 18:57:19.000;18;144;Не закрыта дверь кабины
50;2020-02-12 18:57:19.000;2;41;Кабина на 5 этаже
50;2020-02-12 18:57:43.000;16;144;Не закрыта дверь кабины
150;2020-02-12 20:22:08.000;18;213;Нет связи
150;2020-02-12 20:26:36.000;16;213;Нет связи
150;2020-02-12 21:10:08.000;18;144;Не закрыта дверь кабины
150;2020-02-12 21:10:08.000;2;41;Кабина на 9 этаже
150;2020-02-12 21:10:13.000;16;144;Не закрыта дверь кабины
150;2020-02-12 22:01:47.000;18;144;Не закрыта дверь кабины
150;2020-02-12 22:01:47.000;2;41;Кабина на 2 этаже
150;2020-02-12 22:01:55.000;16;144;Не закрыта дверь кабины
150;2020-02-12 22:29:26.000;18;161;Авария привода дверей
150;2020-02-12 22:29:26.000;2;41;Кабина на 2 этаже
150;2020-02-12 22:29:44.000;16;161;Авария привода дверей
150;2020-02-13 08:54:09.000;18;161;Авария привода дверей
150;2020-02-13 08:54:09.000;2;41;Кабина на 1 этаже
150;2020-02-13 08:54:11.000;16;161;Авария привода дверей
150;2020-02-13 09:40:03.000;18;144;Не закрыта дверь кабины
150;2020-02-13 09:40:03.000;2;41;Кабина на 2 этаже
150;2020-02-13 09:40:40.000;16;144;Не закрыта дверь кабины
150;2020-02-13 09:43:05.000;18;144;Не закрыта дверь кабины
150;2020-02-13 09:43:05.000;2;41;Кабина на 12 этаже
150;2020-02-13 09:43:24.000;16;144;Не закрыта дверь кабины
50;2020-02-13 10:29:08.000;18;164;Аварийная блокировка
50;2020-02-13 10:29:14.000;18;128;A2 - Более контрольного времени открыты двери шахты (30сек)
50;2020-02-13 10:30:08.000;16;128;A2 - Более контрольного времени открыты двери шахты (30сек)
50;2020-02-13 10:30:08.000;16;164;Аварийная блокировка
50;2020-02-13 10:30:14.000;18;128;58 - Нажата кнопка <ОТМЕНА>
50;2020-02-13 10:30:21.000;16;128;58 - Нажата кнопка <ОТМЕНА>
50;2020-02-13 10:31:02.000;18;164;Аварийная блокировка
50;2020-02-13 10:31:08.000;16;164;Аварийная блокировка
50;2020-02-13 10:31:44.000;18;128;22 - Режим погрузки
50;2020-02-13 10:32:32.000;16;128;22 - Режим погрузки
150;2020-02-13 11:54:22.000;18;144;Не закрыта дверь кабины
150;2020-02-13 11:54:22.000;2;41;Кабина на 2 этаже
150;2020-02-13 11:58:53.000;16;144;Не закрыта дверь кабины
150;2020-02-13 12:01:37.000;18;144;Не закрыта дверь кабины
150;2020-02-13 12:01:37.000;2;41;Кабина на 21 этаже
150;2020-02-13 12:06:36.000;16;144;Не закрыта дверь кабины
150;2020-02-13 14:35:02.000;18;144;Не закрыта дверь кабины
150;2020-02-13 14:35:02.000;2;41;Кабина на 2 этаже
150;2020-02-13 14:36:23.000;16;144;Не закрыта дверь кабины
150;2020-02-13 14:38:47.000;18;144;Не закрыта дверь кабины
150;2020-02-13 14:38:47.000;2;41;Кабина на 12 этаже
150;2020-02-13 14:40:19.000;16;144;Не закрыта дверь кабины
150;2020-02-13 14:42:43.000;18;144;Не закрыта дверь кабины
150;2020-02-13 14:42:44.000;2;41;Кабина на 2 этаже
150;2020-02-13 14:47:22.000;16;144;Не закрыта дверь кабины
150;2020-02-13 14:49:44.000;18;144;Не закрыта дверь кабины
150;2020-02-13 14:49:44.000;2;41;Кабина на 12 этаже
150;2020-02-13 14:58:22.000;16;144;Не закрыта дверь кабины
150;2020-02-13 15:00:49.000;18;144;Не закрыта дверь кабины
150;2020-02-13 15:00:49.000;2;41;Кабина на 1 этаже
150;2020-02-13 15:01:46.000;16;144;Не закрыта дверь кабины
150;2020-02-13 15:50:08.000;18;144;Не закрыта дверь кабины
150;2020-02-13 15:50:08.000;2;41;Кабина на 2 этаже
150;2020-02-13 15:50:15.000;16;144;Не закрыта дверь кабины
150;2020-02-13 15:52:40.000;18;144;Не закрыта дверь кабины
150;2020-02-13 15:52:40.000;2;41;Кабина на 12 этаже
150;2020-02-13 15:57:00.000;16;144;Не закрыта дверь кабины
150;2020-02-13 15:59:40.000;18;144;Не закрыта дверь кабины
150;2020-02-13 15:59:40.000;2;41;Кабина на 2 этаже
150;2020-02-13 16:00:10.000;16;144;Не закрыта дверь кабины
150;2020-02-13 16:02:35.000;18;144;Не закрыта дверь кабины
150;2020-02-13 16:02:35.000;2;41;Кабина на 12 этаже
150;2020-02-13 16:05:21.000;16;144;Не закрыта дверь кабины
150;2020-02-13 16:09:45.000;18;144;Не закрыта дверь кабины
150;2020-02-13 16:09:45.000;2;41;Кабина на 2 этаже
150;2020-02-13 16:10:43.000;16;144;Не закрыта дверь кабины
150;2020-02-13 17:18:10.000;18;144;Не закрыта дверь кабины
150;2020-02-13 17:18:10.000;2;41;Кабина на 2 этаже
150;2020-02-13 17:19:47.000;16;144;Не закрыта дверь кабины
50;2020-02-13 18:46:07.000;18;130;Многократный реверс дверей
50;2020-02-13 18:46:08.000;2;41;Кабина на 1 этаже
50;2020-02-13 18:46:14.000;18;164;Аварийная блокировка
50;2020-02-13 18:46:14.000;18;128;48 - 8 реверсов
50;2020-02-13 18:51:33.000;16;128;48 - 8 реверсов
50;2020-02-13 18:51:33.000;16;164;Аварийная блокировка
50;2020-02-13 18:51:39.000;18;164;Аварийная блокировка
50;2020-02-13 18:51:45.000;18;128;48 - 8 реверсов
50;2020-02-13 18:54:34.000;16;128;48 - 8 реверсов
50;2020-02-13 18:54:34.000;16;164;Аварийная блокировка
50;2020-02-13 18:54:45.000;18;164;Аварийная блокировка
50;2020-02-13 18:55:04.000;18;128;48 - 8 реверсов
50;2020-02-13 18:56:14.000;16;128;48 - 8 реверсов
50;2020-02-13 18:57:48.000;18;128;48 - 8 реверсов
50;2020-02-13 18:58:17.000;16;128;48 - 8 реверсов
50;2020-02-13 18:58:17.000;16;164;Аварийная блокировка
50;2020-02-13 18:58:23.000;18;164;Аварийная блокировка
50;2020-02-13 18:58:29.000;18;128;48 - 8 реверсов
50;2020-02-13 18:59:24.000;16;128;48 - 8 реверсов
50;2020-02-13 18:59:36.000;18;128;48 - 8 реверсов
50;2020-02-13 19:00:00.000;16;128;48 - 8 реверсов
50;2020-02-13 19:00:00.000;16;164;Аварийная блокировка
50;2020-02-13 19:00:07.000;18;164;Аварийная блокировка
50;2020-02-13 19:00:21.000;16;164;Аварийная блокировка
50;2020-02-13 19:00:41.000;18;132;Отсутствует напряжение в цепи управления
50;2020-02-13 19:00:41.000;18;178;Отсутствует обмен с MCS
50;2020-02-13 19:01:34.000;16;130;Многократный реверс дверей
50;2020-02-13 19:02:30.000;16;132;Отсутствует напряжение в цепи управления
50;2020-02-13 19:02:30.000;16;178;Отсутствует обмен с MCS
50;2020-02-13 19:05:26.000;18;130;Многократный реверс дверей
50;2020-02-13 19:05:26.000;18;164;Аварийная блокировка
50;2020-02-13 19:05:28.000;2;41;Кабина на 1 этаже
50;2020-02-13 19:05:42.000;18;128;48 - 8 реверсов
50;2020-02-13 19:06:20.000;16;128;48 - 8 реверсов
50;2020-02-13 19:06:26.000;18;128;48 - 8 реверсов
